1.0000	0.0323	0.9364137346333192	0.0625
1.0000	0.0387	0.9368376430690971	0.0745
1.0000	0.0452	0.937261551504875	0.0864
0.8750	0.0452	0.9368376430690971	0.0859
1.0000	0.0516	0.9376854599406528	0.0982
0.8889	0.0516	0.937261551504875	0.0976
0.9000	0.0581	0.9376854599406528	0.1091
0.8182	0.0581	0.937261551504875	0.1084
0.8333	0.0645	0.9376854599406528	0.1198
1.0000	0.0710	0.9389571852479864	0.1325
0.8462	0.0710	0.9381093683764307	0.1310
0.9231	0.0774	0.9389571852479864	0.1429
0.8000	0.0774	0.9381093683764307	0.1412
0.8125	0.0839	0.9385332768122086	0.1520
0.8750	0.0903	0.9393810936837643	0.1637
0.8235	0.0903	0.9389571852479864	0.1628
1.0000	0.1097	0.9415006358626536	0.1977
0.8500	0.1097	0.9402289105553201	0.1943
0.9474	0.1161	0.9415006358626536	0.2069
0.7826	0.1161	0.9398050021195422	0.2022
0.9048	0.1226	0.9415006358626536	0.2159
0.7917	0.1226	0.9402289105553201	0.2123
0.9091	0.1290	0.9419245442984315	0.2260
0.8000	0.1290	0.9406528189910979	0.2222
0.7407	0.1290	0.9398050021195422	0.2198
0.9130	0.1355	0.9423484527342094	0.2360
0.8750	0.1355	0.9419245442984315	0.2346
0.7500	0.1355	0.9402289105553201	0.2295
0.9167	0.1419	0.9427723611699873	0.2458
0.7586	0.1419	0.9406528189910979	0.2391
0.7333	0.1419	0.9402289105553201	0.2378
0.8846	0.1484	0.9427723611699873	0.2541
0.8214	0.1484	0.9419245442984315	0.2514
0.7419	0.1484	0.9406528189910979	0.2473
0.8889	0.1548	0.9431962696057652	0.2637
0.8571	0.1548	0.9427723611699873	0.2623
0.7500	0.1548	0.9410767274268758	0.2567
0.7812	0.1613	0.9419245442984315	0.2674
0.8667	0.1677	0.9436201780415431	0.2811
0.7647	0.1677	0.9419245442984315	0.2751
0.8710	0.1742	0.9440440864773209	0.2903
0.8750	0.1806	0.9444679949130987	0.2995
0.8235	0.1806	0.9436201780415431	0.2963
0.8485	0.1806	0.9440440864773209	0.2979
0.8571	0.1935	0.9448919033488766	0.3158
0.8333	0.1935	0.9444679949130987	0.3141
0.7895	0.1935	0.9436201780415431	0.3109
0.8108	0.1935	0.9440440864773209	0.3125
0.7750	0.2000	0.9436201780415431	0.3179
0.7949	0.2000	0.9440440864773209	0.3196
0.7381	0.2000	0.9427723611699873	0.3147
0.8421	0.2065	0.9453158117846545	0.3316
0.8000	0.2065	0.9444679949130987	0.3282
0.7442	0.2065	0.9431962696057652	0.3232
0.8462	0.2129	0.9457397202204324	0.3402
0.7857	0.2129	0.9444679949130987	0.3350
0.7500	0.2129	0.9436201780415431	0.3317
0.8293	0.2194	0.9457397202204324	0.3469
0.8095	0.2194	0.9453158117846545	0.3452
0.7609	0.2258	0.9444679949130987	0.3483
0.8182	0.2323	0.9461636286562103	0.3618
0.7826	0.2323	0.9453158117846545	0.3582
0.7708	0.2387	0.9453158117846545	0.3645
0.7551	0.2387	0.9448919033488766	0.3627
0.7917	0.2452	0.9461636286562103	0.3744
0.8125	0.2516	0.947011445527766	0.3842
0.7647	0.2516	0.9457397202204324	0.3786
0.8163	0.2581	0.9474353539635438	0.3922
0.7692	0.2581	0.9461636286562103	0.3865
0.8039	0.2645	0.9474353539635438	0.3981
0.7593	0.2645	0.9461636286562103	0.3923
0.7455	0.2645	0.9457397202204324	0.3905
0.7500	0.2710	0.9461636286562103	0.3981
0.8113	0.2774	0.9482831708350996	0.4135
0.7544	0.2774	0.9465875370919882	0.4057
0.7857	0.2839	0.9478592623993217	0.4171
0.8333	0.2903	0.9495548961424333	0.4306
0.7627	0.2903	0.9474353539635438	0.4206
0.8214	0.2968	0.9495548961424333	0.4360
0.7541	0.2968	0.9474353539635438	0.4259
0.7667	0.2968	0.9478592623993217	0.4279
0.7581	0.3032	0.9478592623993217	0.4332
0.7705	0.3032	0.9482831708350996	0.4352
0.8276	0.3097	0.9504027130139889	0.4507
0.8033	0.3161	0.9499788045782112	0.4537
